Title,Name [personal] (Creator),Name [personal] (Addressee),Name [corporate] (Creator),Place of Origin,Publisher,Date Created,Subject - Topic,Subject - Geographic,Subject - Name [personal],Subject - Name [corporate],Abstract (Description),Biographical Information,Note [content] (Note),Contributing Repository
"Letter from J. Badeaux to Reginald Dykers, 1905 March 9","Badeaux, J.","Dykers, Reginald.",,Norah (La.),,1905-03-09,Roasts (Public speaking)--Louisiana--New Orleans.,,"Stubbs, William Carter, 1846-1926",Louisiana Sugar Planters' Association.,Badeaux accepts the invitation to attend the banquet in honor of Dr. Stubbs.,"The Louisiana Sugar Planters' Association was founded in 1877 by a group of prominent planters.  Based in New Orleans, the group was largely responsible for setting in motion the modernization of Louisiana's sugar industry.  It merged with the American Cane Growers' Association in 1922, creating the American Sugar Cane League.",Reginald Dykers was secretary of the Louisiana Sugar Planters' Association.,LSU Libraries. Special Collections|uri=http://id.loc.gov/authorities/names/no2015036095
"Letter from B. A. Oxnard to Reginald Dykers, 1905 March 8","Oxnard, B. A.","Dykers, Reginald.",,Adeline (La.),,1905-03-08,Roasts (Public speaking)--Louisiana--New Orleans.,,"Stubbs, William Carter, 1846-1926",Louisiana Sugar Planters' Association.,Oxnard accepts the invitation to attend the banquet in honor of Dr. Stubbs.,"The Louisiana Sugar Planters' Association was founded in 1877 by a group of prominent planters.  Based in New Orleans, the group was largely responsible for setting in motion the modernization of Louisiana's sugar industry.  It merged with the American Cane Growers' Association in 1922, creating the American Sugar Cane League.",Reginald Dykers was secretary of the Louisiana Sugar Planters' Association.,LSU Libraries. Special Collections|uri=http://id.loc.gov/authorities/names/no2015036095
"Letter from H. C. Warmoth to Reginald Dykers, 1905 March 9","Warmoth, Henry Clay, 1842-1931","Dykers, Reginald.",,Lawrence (La.),,1905-03-09,Roasts (Public speaking)--Louisiana--New Orleans.,,"Stubbs, William Carter, 1846-1926",Louisiana Sugar Planters' Association.,Warmoth accepts the invitation to attend the banquet in honor of Dr. Stubbs.,"The Louisiana Sugar Planters' Association was founded in 1877 by a group of prominent planters.  Based in New Orleans, the group was largely responsible for setting in motion the modernization of Louisiana's sugar industry.  It merged with the American Cane Growers' Association in 1922, creating the American Sugar Cane League.",Reginald Dykers was secretary of the Louisiana Sugar Planters' Association.,LSU Libraries. Special Collections|uri=http://id.loc.gov/authorities/names/no2015036095
"Letter from Henry McCall to Reginald Dykers, 1905 March 8","McCall, Henry.","Dykers, Reginald.",,New Orleans (La.),,1905-03-08,Roasts (Public speaking)--Louisiana--New Orleans.,,"Stubbs, William Carter, 1846-1926",Louisiana Sugar Planters' Association.,"Henry McCall, president of the Association, offers ""to help with any of the Banquet details"" and offers his ideas on who should speak.","The Louisiana Sugar Planters' Association was founded in 1877 by a group of prominent planters.  Based in New Orleans, the group was largely responsible for setting in motion the modernization of Louisiana's sugar industry.  It merged with the American Cane Growers' Association in 1922, creating the American Sugar Cane League.",Reginald Dykers was secretary of the Louisiana Sugar Planters' Association.,LSU Libraries. Special Collections|uri=http://id.loc.gov/authorities/names/no2015036095
"Letter from S. McGhee to Reginald Dykers, 1905 March 7","McGhee, S.","Dykers, Reginald.",,New Orleans (La.),,1905-03-07,Roasts (Public speaking)--Louisiana--New Orleans.,,"Stubbs, William Carter, 1846-1926",Louisiana Sugar Planters' Association.,McGhee accepts the invitation to attend the banquet in honor of Dr. Stubbs.,"The Louisiana Sugar Planters' Association was founded in 1877 by a group of prominent planters.  Based in New Orleans, the group was largely responsible for setting in motion the modernization of Louisiana's sugar industry.  It merged with the American Cane Growers' Association in 1922, creating the American Sugar Cane League.",Reginald Dykers was secretary of the Louisiana Sugar Planters' Association.,LSU Libraries. Special Collections|uri=http://id.loc.gov/authorities/names/no2015036095
"Letter from Thos. H. Rodger to Reginald Dykers, 1905 March 8","Rodger, Thomas H.","Dykers, Reginald.",,Thibodaux (La.),,1905-03-08,Roasts (Public speaking)--Louisiana--New Orleans.,,"Stubbs, William Carter, 1846-1926",Louisiana Sugar Planters' Association.,Roger accepts the invitation to attend the banquet in honor of Dr. Stubbs.,"The Louisiana Sugar Planters' Association was founded in 1877 by a group of prominent planters.  Based in New Orleans, the group was largely responsible for setting in motion the modernization of Louisiana's sugar industry.  It merged with the American Cane Growers' Association in 1922, creating the American Sugar Cane League.",Reginald Dykers was secretary of the Louisiana Sugar Planters' Association.,LSU Libraries. Special Collections|uri=http://id.loc.gov/authorities/names/no2015036095
"Letter from S. Locke Breaux to Reginald Dykers, 1905 March 8","Breaux, S. Locke.","Dykers, Reginald.",,New Orleans (La.),,1905-03-08,Roasts (Public speaking)--Louisiana--New Orleans.,,"Stubbs, William Carter, 1846-1926",Louisiana Sugar Planters' Association.,Breaux accepts the invitation to attend the banquet in honor of Dr. Stubbs.,"The Louisiana Sugar Planters' Association was founded in 1877 by a group of prominent planters.  Based in New Orleans, the group was largely responsible for setting in motion the modernization of Louisiana's sugar industry.  It merged with the American Cane Growers' Association in 1922, creating the American Sugar Cane League.",Reginald Dykers was secretary of the Louisiana Sugar Planters' Association.,LSU Libraries. Special Collections|uri=http://id.loc.gov/authorities/names/no2015036095
"Letter from James Zacharie to Reginald Dykers, 1905 March 8","Zacharie, James.","Dykers, Reginald.",,New Orleans (La.),,1905-03-08,Roasts (Public speaking)--Louisiana--New Orleans.,,"Stubbs, William Carter, 1846-1926",Louisiana Sugar Planters' Association.,Zacharie accepts the invitation to attend the banquet in honor of Dr. Stubbs.,"The Louisiana Sugar Planters' Association was founded in 1877 by a group of prominent planters.  Based in New Orleans, the group was largely responsible for setting in motion the modernization of Louisiana's sugar industry.  It merged with the American Cane Growers' Association in 1922, creating the American Sugar Cane League.",Reginald Dykers was secretary of the Louisiana Sugar Planters' Association.,LSU Libraries. Special Collections|uri=http://id.loc.gov/authorities/names/no2015036095
"Letter from E. A. Sammons to Reginald Dykers, 1905 March 8","Sammons, E. A.","Dykers, Reginald.",,New Orleans (La.),,1905-03-08,Roasts (Public speaking)--Louisiana--New Orleans.,,"Stubbs, William Carter, 1846-1926",Louisiana Sugar Planters' Association.,Sammons accepts the invitation to attend the banquet in honor of Dr. Stubbs.,"The Louisiana Sugar Planters' Association was founded in 1877 by a group of prominent planters.  Based in New Orleans, the group was largely responsible for setting in motion the modernization of Louisiana's sugar industry.  It merged with the American Cane Growers' Association in 1922, creating the American Sugar Cane League.",Reginald Dykers was secretary of the Louisiana Sugar Planters' Association.,LSU Libraries. Special Collections|uri=http://id.loc.gov/authorities/names/no2015036095
"Letter from E. G. Blanton to Reginald Dykers, 1905 March 9","Blanton, E. G.","Dykers, Reginald.",,New Orleans (La.),,1905-03-08,Roasts (Public speaking)--Louisiana--New Orleans.,,"Stubbs, William Carter, 1846-1926",Louisiana Sugar Planters' Association.,Blanton accepts the invitation to attend the banquet in honor of Dr. Stubbs.,"The Louisiana Sugar Planters' Association was founded in 1877 by a group of prominent planters.  Based in New Orleans, the group was largely responsible for setting in motion the modernization of Louisiana's sugar industry.  It merged with the American Cane Growers' Association in 1922, creating the American Sugar Cane League.",Reginald Dykers was secretary of the Louisiana Sugar Planters' Association.,LSU Libraries. Special Collections|uri=http://id.loc.gov/authorities/names/no2015036095
"Letter from Leonce M. Soniat to Reginald Dykers, 1905 March 8","Soniat, Leonce M.","Dykers, Reginald.",,Dorcyville (La.),,1905-03-08,Roasts (Public speaking)--Louisiana--New Orleans.,,"Stubbs, William Carter, 1846-1926",Louisiana Sugar Planters' Association.,Soniat accepts the invitation to attend the banquet in honor of Dr. Stubbs.,"The Louisiana Sugar Planters' Association was founded in 1877 by a group of prominent planters.  Based in New Orleans, the group was largely responsible for setting in motion the modernization of Louisiana's sugar industry.  It merged with the American Cane Growers' Association in 1922, creating the American Sugar Cane League.",Reginald Dykers was secretary of the Louisiana Sugar Planters' Association.,LSU Libraries. Special Collections|uri=http://id.loc.gov/authorities/names/no2015036095
"Letter from B. C. LeBlanc to Reginald Dykers, 1905 March 8","LeBlanc, B. C.","Dykers, Reginald.",,Plaquemine (La.),,1905-03-08,Roasts (Public speaking)--Louisiana--New Orleans.,,"Stubbs, William Carter, 1846-1926",Louisiana Sugar Planters' Association.,LeBlanc accepts the invitation to attend the banquet in honor of Dr. Stubbs.,"The Louisiana Sugar Planters' Association was founded in 1877 by a group of prominent planters.  Based in New Orleans, the group was largely responsible for setting in motion the modernization of Louisiana's sugar industry.  It merged with the American Cane Growers' Association in 1922, creating the American Sugar Cane League.",Reginald Dykers was secretary of the Louisiana Sugar Planters' Association.,LSU Libraries. Special Collections|uri=http://id.loc.gov/authorities/names/no2015036095
"Letter from James Difili to Reginald Dykers, 1905 March 7","Difili, James.","Dykers, Reginald.",,New Orleans (La.),,1905-03-07,Roasts (Public speaking)--Louisiana--New Orleans.,,"Stubbs, William Carter, 1846-1926",Louisiana Sugar Planters' Association.,Difili accepts the invitation to attend the banquet in honor of Dr. Stubbs.,"The Louisiana Sugar Planters' Association was founded in 1877 by a group of prominent planters.  Based in New Orleans, the group was largely responsible for setting in motion the modernization of Louisiana's sugar industry.  It merged with the American Cane Growers' Association in 1922, creating the American Sugar Cane League.",Reginald Dykers was secretary of the Louisiana Sugar Planters' Association.,LSU Libraries. Special Collections|uri=http://id.loc.gov/authorities/names/no2015036095
"Letter from G. G. Zenor to Reginald Dykers, 1905 March 7","Zenor, G. G.","Dykers, Reginald.",,Calumet (La.),,1905-03-07,Roasts (Public speaking)--Louisiana--New Orleans.,,"Stubbs, William Carter, 1846-1926",Louisiana Sugar Planters' Association.,Zenor accepts the invitation to attend the banquet in honor of Dr. Stubbs.,"The Louisiana Sugar Planters' Association was founded in 1877 by a group of prominent planters.  Based in New Orleans, the group was largely responsible for setting in motion the modernization of Louisiana's sugar industry.  It merged with the American Cane Growers' Association in 1922, creating the American Sugar Cane League.",Reginald Dykers was secretary of the Louisiana Sugar Planters' Association.,LSU Libraries. Special Collections|uri=http://id.loc.gov/authorities/names/no2015036095
"Letter from Andrew R. Blakely to Reginald Dykers, 1905 March 7","Blakely, Andrew R.","Dykers, Reginald.",,New Orleans (La.),,1905-03-07,Roasts (Public speaking)--Louisiana--New Orleans.,,"Stubbs, William Carter, 1846-1926",Louisiana Sugar Planters' Association.,Blakely accepts the invitation to attend the banquet in honor of Dr. Stubbs.,"The Louisiana Sugar Planters' Association was founded in 1877 by a group of prominent planters.  Based in New Orleans, the group was largely responsible for setting in motion the modernization of Louisiana's sugar industry.  It merged with the American Cane Growers' Association in 1922, creating the American Sugar Cane League.",Reginald Dykers was secretary of the Louisiana Sugar Planters' Association.,LSU Libraries. Special Collections|uri=http://id.loc.gov/authorities/names/no2015036095
"Stubbs Banquet Changing Guest List, 1905 March 2",,"McCall, Henry",,New Orleans (La.),,1905-03-02,Roasts (Public speaking)--Louisiana--New Orleans.,,"Stubbs, William Carter, 1846-1926",Louisiana Sugar Planters' Association.,This is an unsigned letter requesting the names listed be invited to attend the banquet in honor of Dr. Stubbs as non-paying guests.,"The Louisiana Sugar Planters' Association was founded in 1877 by a group of prominent planters.  Based in New Orleans, the group was largely responsible for setting in motion the modernization of Louisiana's sugar industry.  It merged with the American Cane Growers' Association in 1922, creating the American Sugar Cane League.",,LSU Libraries. Special Collections|uri=http://id.loc.gov/authorities/names/no2015036095
"Letter from J. Lebermuth to Reginald Dykers, 1905 March 8","Lebermuth, J.","Dykers, Reginald.",,Lauderdale (La.),,1905-03-08,Roasts (Public speaking)--Louisiana--New Orleans.,,"Stubbs, William Carter, 1846-1926",Louisiana Sugar Planters' Association.,Lebermuth accepts the invitation to attend the banquet in honor of Dr. Stubbs.,"The Louisiana Sugar Planters' Association was founded in 1877 by a group of prominent planters.  Based in New Orleans, the group was largely responsible for setting in motion the modernization of Louisiana's sugar industry.  It merged with the American Cane Growers' Association in 1922, creating the American Sugar Cane League.",Reginald Dykers was secretary of the Louisiana Sugar Planters' Association.,LSU Libraries. Special Collections|uri=http://id.loc.gov/authorities/names/no2015036095
"Solicitation letter sent by the Stubbs banquet committee, 1905 March 1","McCall, Henry.","Dykers, Reginald.",,New Orleans (La.),,1905-03-01,Roasts (Public speaking)--Louisiana--New Orleans.,,"Stubbs, William Carter, 1846-1926",Louisiana Sugar Planters' Association.,This is a copy of the solicitation letter sent by the banquet committee for the banquet in honor of Dr. Stubbs.,"The Louisiana Sugar Planters' Association was founded in 1877 by a group of prominent planters.  Based in New Orleans, the group was largely responsible for setting in motion the modernization of Louisiana's sugar industry.  It merged with the American Cane Growers' Association in 1922, creating the American Sugar Cane League.",Reginald Dykers was secretary of the Louisiana Sugar Planters' Association.,LSU Libraries. Special Collections|uri=http://id.loc.gov/authorities/names/no2015036095
"Letter from Henry McCall to Reginald Dykers, 1905 March 14","McCall, Henry.","Dykers, Reginald.",,New Orleans (La.),,1905-03-14,Roasts (Public speaking)--Louisiana--New Orleans.,,"Stubbs, William Carter, 1846-1926",Louisiana Sugar Planters' Association.,"Henry McCall, president of the Association, writes to Dykers with suggested banquet menu changes.","The Louisiana Sugar Planters' Association was founded in 1877 by a group of prominent planters.  Based in New Orleans, the group was largely responsible for setting in motion the modernization of Louisiana's sugar industry.  It merged with the American Cane Growers' Association in 1922, creating the American Sugar Cane League.",Reginald Dykers was secretary of the Louisiana Sugar Planters' Association.,LSU Libraries. Special Collections|uri=http://id.loc.gov/authorities/names/no2015036095
"Letter from J. M. Burguieres to Reginald Dykers, 1905 March 14","Burguières, Jules M. (Jules Martial), 1882-1960","Dykers, Reginald.",,New Orleans (La.),,1905-03-14,Roasts (Public speaking)--Louisiana--New Orleans.,,"Stubbs, William Carter, 1846-1926",Louisiana Sugar Planters' Association--Management.,Burguieres accepts the invitation to serve on the Stubbs banquet executive committee.,"The Louisiana Sugar Planters' Association was founded in 1877 by a group of prominent planters.  Based in New Orleans, the group was largely responsible for setting in motion the modernization of Louisiana's sugar industry.  It merged with the American Cane Growers' Association in 1922, creating the American Sugar Cane League.",Reginald Dykers was secretary of the Louisiana Sugar Planters' Association.,LSU Libraries. Special Collections|uri=http://id.loc.gov/authorities/names/no2015036095
"Letter from Andrew Blakely to Reginald Dykers, 1905 March 14","Blakely, Andrew R.","Dykers, Reginald.",,New Orleans (La.),,1905-03-14,Roasts (Public speaking)--Louisiana--New Orleans.,,"Stubbs, William Carter, 1846-1926",Louisiana Sugar Planters' Association,Blakely asks approval of the menu for the banquet in honor of Dr. Stubbs.,"The Louisiana Sugar Planters' Association was founded in 1877 by a group of prominent planters.  Based in New Orleans, the group was largely responsible for setting in motion the modernization of Louisiana's sugar industry.  It merged with the American Cane Growers' Association in 1922, creating the American Sugar Cane League.",Reginald Dykers was secretary of the Louisiana Sugar Planters' Association.,LSU Libraries. Special Collections|uri=http://id.loc.gov/authorities/names/no2015036095
"Letter from W. L. Goldsmith to Reginald Dykers, 1905 March 14","Goldsmith, W. L.","Dykers, Reginald.",,New Orleans (La.),,1905-03-14,Roasts (Public speaking)--Louisiana--New Orleans.,,"Stubbs, William Carter, 1846-1926",Louisiana Sugar Planters' Association.,"Goldsmith replies to Dykers' letter, using that letter for his reply, to say someone else will attend the banquet in honor of Dr. Stubbs in Goldsmith's place.","The Louisiana Sugar Planters' Association was founded in 1877 by a group of prominent planters.  Based in New Orleans, the group was largely responsible for setting in motion the modernization of Louisiana's sugar industry.  It merged with the American Cane Growers' Association in 1922, creating the American Sugar Cane League.",Reginald Dykers was secretary of the Louisiana Sugar Planters' Association.,LSU Libraries. Special Collections|uri=http://id.loc.gov/authorities/names/no2015036095
"Letter from W. I. Barton to Reginald Dykers, 1905 March 14","Barton, W. I.","Dykers, Reginald.",,Donaldsonville (La.),,1905-03-14,Roasts (Public speaking)--Louisiana--New Orleans.,,"Stubbs, William Carter, 1846-1926",Louisiana Sugar Planters' Association.,Barton accepts the invitation to attend the banquet in honor of Dr. Stubbs.,"The Louisiana Sugar Planters' Association was founded in 1877 by a group of prominent planters.  Based in New Orleans, the group was largely responsible for setting in motion the modernization of Louisiana's sugar industry.  It merged with the American Cane Growers' Association in 1922, creating the American Sugar Cane League.",Reginald Dykers was secretary of the Louisiana Sugar Planters' Association.,LSU Libraries. Special Collections|uri=http://id.loc.gov/authorities/names/no2015036095
"Letter from C. Whitney to Reginald Dykers, 1905 March 14","Whitney, Charles M.","Dykers, Reginald.",,New Orleans (La.),,1905-03-14,Roasts (Public speaking)--Louisiana--New Orleans.,,"Stubbs, William Carter, 1846-1926",Louisiana Sugar Planters' Association.,Whitney accepts the invitation to attend the banquet in honor of Dr. Stubbs.,"The Louisiana Sugar Planters' Association was founded in 1877 by a group of prominent planters.  Based in New Orleans, the group was largely responsible for setting in motion the modernization of Louisiana's sugar industry.  It merged with the American Cane Growers' Association in 1922, creating the American Sugar Cane League.",Reginald Dykers was secretary of the Louisiana Sugar Planters' Association.,LSU Libraries. Special Collections|uri=http://id.loc.gov/authorities/names/no2015036095
"Letter from J. Linnot to Reginald Dykers, 1905 March 14","Linnot, J. B.","Dykers, Reginald.",,New Orleans (La.),,1905-03-14,Roasts (Public speaking)--Louisiana--New Orleans.,,"Stubbs, William Carter, 1846-1926",Louisiana Sugar Planters' Association.,Linnott accepts the invitation to attend the banquet in honor of Dr. Stubbs.,"The Louisiana Sugar Planters' Association was founded in 1877 by a group of prominent planters.  Based in New Orleans, the group was largely responsible for setting in motion the modernization of Louisiana's sugar industry.  It merged with the American Cane Growers' Association in 1922, creating the American Sugar Cane League.",Reginald Dykers was secretary of the Louisiana Sugar Planters' Association.,LSU Libraries. Special Collections|uri=http://id.loc.gov/authorities/names/no2015036095
"Letter from R. G. Comeaux to Reginald Dykers, 1905 March 13","Comeaux, R. G.","Dykers, Reginald.",,Plaquemine (La.),,1905-03-13,Roasts (Public speaking)--Louisiana--New Orleans.,,"Stubbs, William Carter, 1846-1926",Louisiana Sugar Planters' Association.,Comeaux accepts the invitation to attend the banquet in honor of Dr. Stubbs.,"The Louisiana Sugar Planters' Association was founded in 1877 by a group of prominent planters.  Based in New Orleans, the group was largely responsible for setting in motion the modernization of Louisiana's sugar industry.  It merged with the American Cane Growers' Association in 1922, creating the American Sugar Cane League.",Reginald Dykers was secretary of the Louisiana Sugar Planters' Association.,LSU Libraries. Special Collections|uri=http://id.loc.gov/authorities/names/no2015036095
"Letter from M. F. Thomson to Reginald Dykers, 1905 March 13","Thomson, M. F.","Dykers, Reginald.",,New Orleans (La.),,1905-03-13,Roasts (Public speaking)--Louisiana--New Orleans.,,"Stubbs, William Carter, 1846-1926",Louisiana Sugar Planters' Association.,Thomson accepts the invitation to attend the banquet in honor of Dr. Stubbs.,"The Louisiana Sugar Planters' Association was founded in 1877 by a group of prominent planters.  Based in New Orleans, the group was largely responsible for setting in motion the modernization of Louisiana's sugar industry.  It merged with the American Cane Growers' Association in 1922, creating the American Sugar Cane League.",Reginald Dykers was secretary of the Louisiana Sugar Planters' Association.,LSU Libraries. Special Collections|uri=http://id.loc.gov/authorities/names/no2015036095
"Letter from W. Ball to Reginald Dykers, 1905 March 13","Ball, W. P.","Dykers, Reginald.",,New Orleans (La.),,1905-03-13,Roasts (Public speaking)--Louisiana--New Orleans.,,"Stubbs, William Carter, 1846-1926; Behrman, Martin, 1864-1926",Louisiana Sugar Planters' Association.,"Ball, secretary to Mayor Martin Behrman, accepts the Mayor's invitation to attend the banquet in honor of Dr. Stubbs.","The Louisiana Sugar Planters' Association was founded in 1877 by a group of prominent planters.  Based in New Orleans, the group was largely responsible for setting in motion the modernization of Louisiana's sugar industry.  It merged with the American Cane Growers' Association in 1922, creating the American Sugar Cane League.",Reginald Dykers was secretary of the Louisiana Sugar Planters' Association.,LSU Libraries. Special Collections|uri=http://id.loc.gov/authorities/names/no2015036095
"Letter from C. A. Browne, Jr. to Reginald Dykers, 1905 March 13","Browne, C. A., Jr.","Dykers, Reginald.",,New Orleans (La.),,1905-03-13,Roasts (Public speaking)--Louisiana--New Orleans.,,"Stubbs, William Carter, 1846-1926",Louisiana Sugar Planters' Association.,Browne accepts the invitation to attend the banquet in honor of Dr. Stubbs.,"The Louisiana Sugar Planters' Association was founded in 1877 by a group of prominent planters.  Based in New Orleans, the group was largely responsible for setting in motion the modernization of Louisiana's sugar industry.  It merged with the American Cane Growers' Association in 1922, creating the American Sugar Cane League.",Reginald Dykers was secretary of the Louisiana Sugar Planters' Association.,LSU Libraries. Special Collections|uri=http://id.loc.gov/authorities/names/no2015036095
